filename,width,height,class,xmin,ymin,xmax,ymax
43.jpg,1640,922,stop,1168,504,1536,870
155.jpg,1640,922,stop,358,565,713,922
67.jpg,1640,922,search,1177,521,1548,884
114.jpg,1640,922,stop,1171,509,1539,862
229.jpg,1640,922,search,793,585,863,653
7.jpg,1640,922,search,741,335,807,398
193.jpg,1640,922,stop,731,603,818,688
102.jpg,1640,922,search,1124,613,1283,764
124.jpg,1640,922,search,597,567,759,772
205.jpg,1640,922,stop,975,581,1050,655
247.jpg,1640,922,stop,947,592,1047,688
203.jpg,1640,922,search,1193,604,1370,772
238.jpg,1640,922,search,1196,622,1390,807
163.jpg,1640,922,stop,925,23,980,76
105.jpg,1640,922,search,1091,585,1199,689
88.jpg,1640,922,search,1169,524,1545,883
130.jpg,1640,922,prohibited,360,570,723,922
195.jpg,1640,922,search,753,450,834,517
126.jpg,1640,922,stop,560,559,730,762
236.jpg,1640,922,stop,1446,601,1632,770
5.jpg,1640,922,search,841,579,902,638
239.jpg,1640,922,prohibited,907,593,995,684
55.jpg,1640,922,prohibited,1169,615,1331,784
75.jpg,1640,922,search,810,88,855,131
86.jpg,1640,922,prohibited,762,589,831,659
213.jpg,1640,922,prohibited,554,663,746,862
200.jpg,1640,922,prohibited,787,341,848,400
171.jpg,1640,922,stop,950,530,1157,743
48.jpg,1640,922,search,729,663,950,891
133.jpg,1640,922,prohibited,1129,607,1260,750
241.jpg,1640,922,stop,926,574,974,624
159.jpg,1640,922,stop,871,598,970,698
17.jpg,1640,922,stop,945,83,1129,258
230.jpg,1640,922,stop,906,578,964,636
111.jpg,1640,922,stop,1086,607,1229,743
87.jpg,1640,922,stop,779,589,847,655
134.jpg,1640,922,prohibited,670,613,776,722
188.jpg,1640,922,stop,559,562,727,763
94.jpg,1640,922,stop,768,303,839,373
76.jpg,1640,922,search,738,641,918,824
65.jpg,1640,922,search,785,590,859,664
237.jpg,1640,922,search,428,669,665,910
109.jpg,1640,922,prohibited,565,562,718,767
84.jpg,1640,922,stop,764,596,837,668
78.jpg,1640,922,prohibited,1035,524,1190,724
118.jpg,1640,922,search,590,667,796,881
180.jpg,1640,922,stop,900,590,982,671
242.jpg,1640,922,stop,969,569,1029,625
123.jpg,1640,922,stop,921,334,1004,414
80.jpg,1640,922,prohibited,1008,576,1069,649
141.jpg,1640,922,prohibited,800,318,867,384
13.jpg,1640,922,prohibited,496,693,742,922
58.jpg,1640,922,stop,923,272,1034,378
106.jpg,1640,922,search,190,473,424,689
169.jpg,1640,922,prohibited,1037,526,1190,722
81.jpg,1640,922,stop,1171,509,1540,866
199.jpg,1640,922,search,1060,533,1232,733
246.jpg,1640,922,stop,732,604,819,688
15.jpg,1640,922,search,1435,609,1640,844
110.jpg,1640,922,search,707,698,1006,922
164.jpg,1640,922,stop,558,631,674,757
147.jpg,1640,922,prohibited,947,561,985,599
26.jpg,1640,922,stop,668,617,786,736
219.jpg,1640,922,search,711,460,788,522
190.jpg,1640,922,prohibited,1015,533,1236,753
233.jpg,1640,922,prohibited,1016,531,1238,753
112.jpg,1640,922,stop,944,109,1119,268
201.jpg,1640,922,stop,882,654,1067,816
6.jpg,1640,922,prohibited,779,582,844,647
8.jpg,1640,922,stop,695,614,800,716
20.jpg,1640,922,search,711,292,790,369
117.jpg,1640,922,search,801,468,866,519
57.jpg,1640,922,search,851,469,912,519
100.jpg,1640,922,stop,928,233,1054,352
215.jpg,1640,922,stop,884,59,934,108
227.jpg,1640,922,search,999,575,1075,653
47.jpg,1640,922,search,896,402,1009,493
97.jpg,1640,922,search,739,602,842,705
144.jpg,1640,922,search,1135,593,1277,727
207.jpg,1640,922,prohibited,910,565,958,614
98.jpg,1640,922,stop,835,209,930,307
104.jpg,1640,922,stop,947,584,1039,672
120.jpg,1640,922,prohibited,1063,587,1145,680
73.jpg,1640,922,stop,719,605,814,697
192.jpg,1640,922,search,880,566,915,601
45.jpg,1640,922,stop,1044,594,1162,706
61.jpg,1640,922,prohibited,872,562,905,596
50.jpg,1640,922,search,795,588,864,656
51.jpg,1640,922,search,802,580,869,645
197.jpg,1640,922,prohibited,865,1,924,56
149.jpg,1640,922,prohibited,841,48,894,100
191.jpg,1640,922,stop,886,591,975,681
74.jpg,1640,922,search,724,309,798,381
167.jpg,1640,922,search,707,611,831,740
38.jpg,1640,922,search,749,610,872,733
93.jpg,1640,922,prohibited,565,564,719,768
62.jpg,1640,922,prohibited,604,634,744,777
56.jpg,1640,922,prohibited,937,570,991,624
4.jpg,1640,922,search,894,564,933,602
177.jpg,1640,922,prohibited,969,577,1024,644
39.jpg,1640,922,search,928,564,977,612
212.jpg,1640,922,prohibited,1005,560,1074,629
30.jpg,1640,922,stop,961,568,1030,636
9.jpg,1640,922,stop,781,590,847,653
224.jpg,1640,922,search,194,472,425,690
89.jpg,1640,922,stop,780,589,847,654
25.jpg,1640,922,prohibited,1182,518,1543,879
79.jpg,1640,922,prohibited,1120,604,1244,739
170.jpg,1640,922,stop,358,564,710,922
202.jpg,1640,922,stop,1170,511,1540,863
37.jpg,1640,922,prohibited,357,571,723,921
221.jpg,1640,922,stop,1171,514,1539,861
64.jpg,1640,922,search,1005,638,1230,863
204.jpg,1640,922,stop,882,685,1121,889
10.jpg,1640,922,stop,1168,508,1541,864
42.jpg,1640,922,prohibited,1060,584,1139,675
209.jpg,1640,922,prohibited,1036,527,1191,722
150.jpg,1640,922,stop,648,625,776,754
165.jpg,1640,922,stop,748,602,828,680
148.jpg,1640,922,prohibited,803,304,874,375
77.jpg,1640,922,prohibited,914,563,954,603
184.jpg,1640,922,stop,732,603,819,688
183.jpg,1640,922,search,1109,585,1231,701
211.jpg,1640,922,prohibited,947,566,1004,624
63.jpg,1640,922,search,1228,605,1432,794
119.jpg,1640,922,search,900,386,1022,483
214.jpg,1640,922,search,711,618,850,758
1.jpg,1640,922,search,663,682,949,922
22.jpg,1640,922,stop,906,574,960,626
49.jpg,1640,922,search,754,608,861,718
90.jpg,1640,922,search,600,569,752,768
121.jpg,1640,922,search,743,471,807,523
138.jpg,1640,922,prohibited,1043,577,1110,657
28.jpg,1640,922,stop,844,610,964,732
23.jpg,1640,922,stop,780,589,848,654
19.jpg,1640,922,search,755,355,814,412
160.jpg,1640,922,search,901,565,968,633
157.jpg,1640,922,search,817,59,869,106
172.jpg,1640,922,stop,863,163,972,272
41.jpg,1640,922,prohibited,356,574,721,922
66.jpg,1640,922,stop,606,607,692,702
235.jpg,1640,922,stop,885,579,941,636
161.jpg,1640,922,search,590,668,797,879
194.jpg,1640,922,search,333,581,695,922
186.jpg,1640,922,stop,758,317,823,383
33.jpg,1640,922,prohibited,957,598,1057,698
137.jpg,1640,922,stop,923,346,1001,422
68.jpg,1640,922,stop,785,281,864,358
152.jpg,1640,922,search,902,365,1043,478
210.jpg,1640,922,stop,940,571,986,618
11.jpg,1640,922,stop,568,662,798,899
131.jpg,1640,922,prohibited,566,564,718,767
91.jpg,1640,922,stop,352,564,709,922
217.jpg,1640,922,stop,923,315,1015,401
140.jpg,1640,922,stop,882,635,1038,773
107.jpg,1640,922,search,908,565,952,609
185.jpg,1640,922,prohibited,893,570,939,616
14.jpg,1640,922,stop,974,603,1104,731
85.jpg,1640,922,search,1104,583,1202,677
220.jpg,1640,922,stop,934,182,1079,318
116.jpg,1640,922,search,1021,536,1247,749
196.jpg,1640,922,prohibited,734,597,812,677
53.jpg,1640,922,prohibited,784,354,840,410
173.jpg,1640,922,search,748,347,808,404
46.jpg,1640,922,prohibited,1026,601,1142,715
60.jpg,1640,922,search,916,569,958,610
187.jpg,1640,922,stop,1004,644,1247,881
228.jpg,1640,922,search,335,581,700,922
27.jpg,1640,922,stop,597,611,689,713
12.jpg,1640,922,prohibited,781,366,835,419
176.jpg,1640,922,search,912,571,963,622
136.jpg,1640,922,prohibited,786,106,834,154
154.jpg,1640,922,prohibited,809,281,886,358
44.jpg,1640,922,prohibited,883,571,928,616
178.jpg,1640,922,stop,781,590,847,654
16.jpg,1640,922,prohibited,643,618,763,740
71.jpg,1640,922,search,745,622,886,763
